artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Gerry Cinnamon,Erratic Cinematic,Sometimes,2c9OnhCwDVpKZWjOPqKiA8,0.638,0.699,9,-6.736,1,0.0304,0,0.0739,0.959,149.992,196600,4
The Temptations,The Temptations Sing Smokey,My Girl,6jWkZvd1URGktyTTwcpPpB,0.579,0.419,0,-10.72,1,0.0346,0,0.0981,0.673,104.564,165000,4
The Beatles,Abbey Road (Remastered),Come Together - Remastered 2009,2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,9,-11.913,0,0.0393,0.248,0.0926,0.187,165.007,259947,4
Adele,21,Rolling in the Deep,1CkvWZme3pRgbzaxZnTl5X,0.729,0.756,8,-5.119,1,0.0294,0,0.0527,0.522,104.945,228293,4
Train,"Save Me, San Francisco","Hey, Soul Sister",24YvUQnuPL8gObCfSnAobH,0.677,0.89,1,-4.448,0,0.0418,0,0.0826,0.764,97.012,216773,4
The All-American Rejects,Move Along,Move Along,2l57cfmCnOkwNX1tky02n1,0.518,0.916,3,-3.858,1,0.0454,0,0.291,0.646,109.864,238880,4
Squeeze,Cool For Cats,Up The Junction,1zU0kAJdEPyRs4x5gkQQER,0.498,0.536,9,-12.974,1,0.0533,0.000106,0.092,0.886,120.704,191320,4
Four Tops,Reach Out,Standing In The Shadows Of Love,2sD2XkPogLt7keXttj7F9o,0.741,0.855,6,-8.288,1,0.0345,8.67E-05,0.349,0.878,114.135,157640,4
The Eighties Matchbox B-Line Disaster,The Royal Society,Mister Mental,4bEBt6hnI4SPKWGbgZDSZ7,0.34,0.98,9,-2.829,0,0.136,0.000733,0.102,0.303,195.793,173827,4
Lady Gaga,A Star Is Born Soundtrack,Shallow,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0,0.231,0.323,95.799,215733,4
Hot Chocolate,Hot Chocolate,You Sexy Thing,714hERk9U1W8FMYkoC83CO,0.791,0.734,5,-5.464,1,0.0629,0.00165,0.167,0.962,105.854,244920,4
Joe Cocker,The Ultimate Collection 1968-2003,You Can Leave Your Hat On,6nAaaq5r8rjsBE1DdeTCKs,0.65,0.535,5,-13.325,1,0.0282,0,0.187,0.9,173.8,255293,4
M People,One Night In Heaven: The Very Best Of M People,Moving on Up,4Ypojjb7T5AW2IgkCAxmAO,0.895,0.862,0,-6.078,0,0.0365,0.0399,0.102,0.964,125.078,216040,4
Steve Harley,Make Me Smile - The Best Of Steve Harley,Make Me Smile (Come Up And See Me),4uNT0flZ6k8iUi1g5NPY3h,0.58,0.691,0,-12.288,1,0.0333,7.62E-05,0.134,0.822,141.385,241160,4
Gary Glitter,Glitter,Rock & Roll Part 2,7x02qmf2UVRUfqhlB12yOr,0.71,0.314,11,-10.666,0,0.082,0.785,0.0857,0.401,129.124,193253,4
Various Artists,80s Mania,Flashdance...What A Feeling,1vyI6X2Id2CarE73XOLGxM,0.501,0.695,10,-7.399,1,0.058,0,0.0765,0.593,121.973,246253,4
KC & The Sunshine Band,The Very Best of KC & the Sunshine Band,Give It Up,40QPoAAKKMwPms6I6FHJqy,0.84,0.654,3,-12.135,1,0.0621,0.000259,0.063,0.841,125.68,245800,4
Madness,Total Madness (2012),Our House,0BTsVL5VMdq5zGNRSTHozJ,0.524,0.802,0,-5.13,1,0.0432,3.83E-06,0.224,0.712,121.35,190840,4
The Decemberists,The Crane Wife,Sons & Daughters,4oT4j8tY2ak9Nhms5hHsdJ,0.326,0.557,2,-8.507,1,0.0314,0,0.288,0.211,115.2,313640,4
The Mountain Goats,The Sunset Tree,Up the Wolves,41LUI2mXScZDjIZWmvvWpR,0.489,0.366,2,-9.362,1,0.0269,7.25E-05,0.0892,0.48,157.547,207400,4
Jim Croce,You Don't Mess Around With Jim,You Don't Mess Around with Jim,5yrsBzgHkfu2idkl2ILQis,0.705,0.581,11,-11.379,0,0.0455,1.52E-05,0.117,0.967,163.24,184640,4
Sarah McLachlan,The Essential Sarah McLachlan,I Will Remember You,0NkqfPo6Z4UpKq9ThAvpaa,0.604,0.351,9,-11.482,1,0.0314,0.000345,0.0743,0.178,140.03,291453,4
The Cure,"Kiss Me, Kiss Me, Kiss Me",Just Like Heaven,4NnWuGQujzWUEg0uZokO5M,0.437,0.94,9,-6.946,1,0.0426,0.000573,0.222,0.48,151.417,212013,4
Charles Bradley,Changes,Changes,3i85UIF4nR7qZXTnEwqdPr,0.41,0.449,0,-8.14,1,0.0346,0.00133,0.067,0.307,148.119,342999,3
Everyone You Know,She Don't Dance,She Don't Dance,4XOc8gjhKl7FvdD4CHBYIy,0.716,0.875,11,-4.664,0,0.0594,2.57E-06,0.535,0.099,109.991,226611,4
Everyone You Know,Cheer Up Charlie - EP,Dance Like We Used To,6fwMzdFGHLP6BrsebsNNeT,0.697,0.609,7,-9.411,1,0.0636,0.00245,0.101,0.413,126.037,188685,4
Everyone You Know,Our Generation,Our Generation,3xSN9JH0u8QCa9AquF5XvV,0.651,0.488,9,-9.271,1,0.0571,0.0301,0.11,0.233,120.075,209303,4
Full Colour,Miles Apart,Fallen,5J0N1YNLXbnKy73jQsCdOI,0.592,0.649,4,-7.998,1,0.0394,7.61E-05,0.129,0.708,105.001,224699,4
The Mountain Goats,The Sunset Tree,This Year,2M1Qc1mGSI1IYtmJzQtfPq,0.699,0.719,9,-9.481,1,0.0312,0.00259,0.0913,0.831,138.958,232893,4
The Clash,Give 'Em Enough Rope (Remastered),Stay Free - Remastered,32rUsiLCvd1yZWr4UFUoiu,0.517,0.858,7,-6.03,1,0.0672,0.000244,0.121,0.669,150.645,220587,4
Ramones,End of the Century (Expanded 2005 Remaster),Do You Remember Rock 'n' Roll Radio? - 2002 Remaster,2Ck23L2znrPAFiyopqzWUj,0.302,0.961,7,-5.619,1,0.116,0.00268,0.823,0.659,152.366,229467,4
Yazoo,Upstairs at Eric's,Only You,15Mh8m2BGTUptR8yy7fNAS,0.752,0.307,9,-17.063,1,0.0398,0.000135,0.0829,0.854,106.158,194173,4
The Housemartins,Now That's What I Call Quite Good,Caravan Of Love,58RdxKqvxh631GXrvTxJ2z,0.607,0.22,9,-14.508,1,0.0264,0,0.222,0.572,94.804,219467,4
Inhaler,Ice Cream Sundae,Ice Cream Sundae,2sJHJITMt2SYuim7KvK8yG,0.602,0.849,9,-7.033,1,0.033,0.000166,0.185,0.69,114.974,223897,4
Blossoms,Cool Like You (Deluxe),There's A Reason Why (I Never Returned Your Calls),5pVbLYTdihSKd8Kylfhwa7,0.493,0.882,11,-5.37,1,0.046,2.97E-06,0.188,0.685,123.985,222489,4
Blossoms,Cool Like You (Deluxe),I Can't Stand It,16nIdWPjwoNTkADzm6nwBb,0.557,0.836,9,-5.479,1,0.0735,0,0.0624,0.915,150.028,177656,4
Misfits,Collection,Where Eagles Dare,5LgiqEgpK54OfXC6947wbU,0.282,0.943,2,-7.746,1,0.121,0.414,0.178,0.15,182.381,128427,4
MGMT,Oracular Spectacular,Time to Pretend,4iG2gAwKXsOcijVaVXzRPW,0.438,0.94,2,-3.249,1,0.0452,0.0777,0.3,0.421,100.99,261000,3
Muse,Absolution,Time is Running Out,2takcwOaAZWiXQijPHIx7B,0.585,0.842,9,-5.883,0,0.0556,0.00686,0.0866,0.428,118.211,237040,4
Snow Patrol,Eyes Open,Chasing Cars,5GuZz08qie5efPtqsQFsdT,0.559,0.603,9,-4.594,1,0.0275,3.71E-05,0.105,0.104,104.005,265507,4
Muse,Black Holes and Revelations,Knights of Cydonia,7ouMYWpwJ422jRcDASZB7P,0.366,0.963,11,-5.301,0,0.142,0.0122,0.115,0.211,137.114,366213,4
The Temper Trap,Conditions,Sweet Disposition,2PLi7OmleXPNBrGLon3sUy,0.542,0.813,2,-6.89,1,0.0429,0.252,0.116,0.305,129.09,234360,4
Placebo,Without You I'm Nothing,Pure Morning,1TqmZVIyeD4aN4Wa0wbnfy,0.387,0.898,8,-6.835,1,0.0675,4.04E-05,0.11,0.202,81.354,254760,4
Placebo,Covers,Running Up That Hill,6RHHbAbyIcPpvS1dP3KUGq,0.45,0.356,10,-13.692,0,0.0337,0.515,0.0944,0.0839,179.937,297320,4
Stereophonics,Just Enough Education To Perform,Have A Nice Day,6JWddKPdqvDc2WkPEi9grC,0.508,0.826,1,-4.088,0,0.0405,0,0.28,0.404,120.854,205067,4
The Strokes,Room On Fire,12:51,3RPbswxSkQsVRtwwfy4hrD,0.448,0.87,4,-3.842,1,0.0388,0.8,0.0993,0.578,145.028,153293,4
Arcade Fire,Funeral,Rebellion (Lies),0xOeB16JDbBJBJKSdHbElT,0.401,0.933,8,-5.682,1,0.0344,0.627,0.318,0.734,127.193,310893,4
Blur,Parklife (Special Edition),Parklife - 2012 Remaster,7FSzJQV6thyoQptFCUTV9c,0.627,0.891,4,-6.094,1,0.0676,0,0.281,0.722,138.79,185093,4
Kings of Leon,Youth And Young Manhood,Molly's Chambers,0nCAVzknkzRXRgB6LhRv04,0.598,0.911,11,-3.97,1,0.0515,3.84E-06,0.216,0.953,146.469,134907,4
Muse,The Resistance,Uprising,4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.064,0.117,0.411,128.019,304840,4
Keane,Hopes And Fears,Bedshaped,17xGX76BVzLRSbpYteAGR4,0.501,0.407,4,-6.947,1,0.0301,0.000198,0.0918,0.0922,74.937,278000,4
Travis,The Invisible Band,Sing,4yA2SM7XCLkSgkBUSoZb5S,0.33,0.905,4,-5.047,1,0.0497,8.14E-06,0.0712,0.259,163.142,228800,4
Travis,The Invisible Band,Flowers In The Window,7H8Ga5vDJKhgxQ0uTiScUf,0.38,0.738,0,-5.435,1,0.0264,0,0.142,0.463,97.957,221667,4
Travis,The Man Who,Driftwood,40l4DYTW2jfArPOL63YogV,0.385,0.498,9,-8.127,1,0.0286,0.000182,0.102,0.747,86.101,213667,4
Travis,The Man Who,Writing To Reach You,5mj5Y0kWPa0rNR4Du3iKPe,0.222,0.652,9,-8.385,1,0.0311,0.00191,0.164,0.513,163.817,221760,4
Travis,The Man Who,Why Does It Always Rain On Me?,5MmWgG5KgiqSxkOZdVXRQA,0.497,0.537,4,-9.264,1,0.0269,0.000139,0.0782,0.371,108.448,265000,4
Travis,The Man Who (20th Anniversary Edition),The Fear,1FrWedqJ3vntgMJ7Npzj3C,0.329,0.56,4,-12.512,0,0.0344,0.0474,0.645,0.463,155.291,252573,4
The Wombats,"Proudly Present... A Guide to Love, Loss & Desperation",Moving to New York,7GvkOFkNsM6Exnkyqeajqm,0.252,0.886,9,-4.678,0,0.0714,5.33E-06,0.256,0.498,161.939,210560,4
Sam Fender,Hypersonic Missiles,You're Not The Only One,50PsIMoFsYh2clFHipEi8c,0.43,0.964,11,-3.879,1,0.169,0.00102,0.111,0.24,155.902,275187,4
Foals,Holy Fire,My Number,4c9WmjVlQMr0s1IjbYO52Z,0.639,0.744,6,-8.377,0,0.0368,0.000458,0.466,0.825,128.047,240533,4
Courteeners,St. Jude,Not Nineteen Forever,19CIsQ1HElu4XHdLCMlSqu,0.402,0.92,2,-2.944,1,0.0408,0,0.0807,0.297,139.793,243973,4
Sam Fender,Hypersonic Missiles,Call Me Lover,4Pg6x9W2ziSJh5iym9XRTB,0.505,0.599,8,-4.724,0,0.0376,0,0.078,0.467,86.084,201107,4
Gerry Cinnamon,Erratic Cinematic,Belter,3buZ8XXWl8OJriJXL48XJc,0.71,0.664,9,-9.683,0,0.118,0,0.367,0.488,126.946,194000,4
Twin Atlantic,Great Divide (Deluxe Version),Heart and Soul,7CskFQLRb7IdIEdnAnjMDV,0.391,0.828,7,-4.156,1,0.0722,0,0.0781,0.561,177.91,217159,4
Courteeners,St. Jude,Bide Your Time,7iMjcEl9gqIHLoO58f7WT9,0.344,0.856,2,-4.074,1,0.0404,0,0.145,0.439,92.812,198053,4
Gerry Cinnamon,Erratic Cinematic,Erratic Cinematic,7yqvoxktLmAi0e0hbafCK8,0.237,0.475,3,-9.787,0,0.0506,0,0.434,0.5,74.991,249400,4
The Vaccines,What Did You Expect from the Vaccines?,Norgaard,1Q8reqCOXg2yqNr47HGo9X,0.323,0.847,11,-4.716,1,0.0348,0.0208,0.25,0.859,173.914,98400,4
Sam Fender,Greasy Spoon,Greasy Spoon,0DDUWYjTJCV3R4S4FOUTcf,0.516,0.795,6,-6.129,1,0.0507,0.00033,0.134,0.56,170.873,178414,4
Catfish and the Bottlemen,The Balance,Longshot,2VcS3oKcOPkubN9LVzZ96l,0.481,0.765,7,-4.025,1,0.0388,0.000737,0.119,0.465,102.829,232960,4
Gerry Cinnamon,Dark Days,Dark Days,2FSCNUGaBI98HzZ5BiCX5j,0.662,0.439,3,-8.726,1,0.0297,0,0.0916,0.74,123.976,175272,4
The Vaccines,What Did You Expect from the Vaccines?,If You Wanna,0KNVDEeZWXZPIYKqJeRRpX,0.352,0.866,2,-3.274,1,0.0392,2.92E-05,0.295,0.544,165.209,174013,4
Declan McKenna,What Do You Think About the Car?,Why Do You Feel So Down,5Bge1Dsqjc14hhGguYML5w,0.558,0.909,7,-5.851,1,0.0406,0,0.102,0.452,114.56,220707,4
Gerry Cinnamon,Kampfire Vampire,Fickle McSelfish,1BnHp9rgQBxFtORBXg9wJ0,0.51,0.441,6,-8.279,1,0.035,0,0.105,0.829,71.592,175770,4
Liam Gallagher,As You Were (Deluxe Edition),Wall of Glass,5qlSYa5PePLAuAsAFgqVxW,0.351,0.939,0,-4.469,1,0.0564,0.00113,0.296,0.321,182.067,223547,4
Sam Fender,Hypersonic Missiles,Will We Talk?,5g0HSob4PEq7M8blV6y70i,0.296,0.925,1,-0.783,1,0.0767,0.000315,0.0797,0.607,204.111,162600,4
Blossoms,Your Girlfriend,Your Girlfriend,1f36D2fxgU2Mk1TxS7WhjG,0.672,0.865,2,-4.83,1,0.0362,2.31E-06,0.0996,0.886,119.997,161293,4
The Enemy,We'll Live and Die In These Towns,We'll Live and Die in These Towns,2XWAPRiW50qgKBU1T7MfN7,0.469,0.678,4,-6.197,1,0.0358,0,0.343,0.287,150.169,235040,4
DMA'S,Hills End,Step Up the Morphine,2NRZ2oUnDU0LdCIbjJMsk7,0.445,0.836,9,-2.349,1,0.0309,1.83E-06,0.125,0.488,112.503,175213,4
Editors,The Back Room,Blood,2QOyXhiMfKaaH9xcDUmwV2,0.37,0.924,6,-4.833,0,0.0542,0.0963,0.15,0.598,149.999,209400,4
Editors,An End Has a Start,Smokers Outside the Hospital Doors,7CPiFuM7R0Os87sl3UJqPB,0.528,0.677,7,-3.792,1,0.0365,0.0826,0.116,0.548,122.993,297640,4
Manic Street Preachers,This Is My Truth Tell Me Yours,You Stole the Sun from My Heart,75Ii3Myt6vRsbjzaTbwDQt,0.618,0.832,9,-8.015,1,0.0333,9.01E-05,0.183,0.374,117.987,260507,4
Manic Street Preachers,This Is My Truth Tell Me Yours,If You Tolerate This Your Children Will Be Next,2VmyLy2HQlkevZYboXHM5O,0.267,0.81,0,-6.189,1,0.0418,0.018,0.084,0.267,127.673,290960,5
Snow Patrol,Final Straw,Chocolate,3Kh58CfPsfIl8XkCEKWbNf,0.575,0.813,2,-4.34,1,0.0318,0.0032,0.131,0.422,118.161,181773,4
Placebo,Sleeping With Ghosts,The Bitter End,3WBPiogtVDBSXK7uOpxJ6m,0.328,0.904,3,-5.063,0,0.0455,0.0591,0.11,0.518,186.253,190573,4
Editors,In This Light and on This Evening,Papillon,5AtDUE1dzX1v962kqqMBFc,0.505,0.949,7,-5.157,1,0.0612,0.00662,0.301,0.633,125.99,324134,4
The Last Shadow Puppets,The Age Of The Understatement,Standing Next To Me,03F0Hspx6mEkiiYqEzVu5u,0.322,0.95,9,-6.287,0,0.101,1.75E-06,0.263,0.574,182.778,142653,4
Stereophonics,Performance And Cocktails,The Bartender And The Thief,1oQYWDtZY0cOKXogDIu14t,0.3,0.972,0,-2.845,1,0.0634,0,0.424,0.351,161.827,174440,4
Hard-FI,Stars Of CCTV,Living for the Weekend,0UgHw2x3Nnocajvx62noEn,0.516,0.854,8,-3.936,1,0.0572,0.0032,0.226,0.534,130.02,222293,4
The Jam,Sound Affects,That's Entertainment,7MH7TkjQ4RA1vG454dciw0,0.567,0.653,0,-11.524,0,0.0336,0.000489,0.0639,0.78,142.218,212787,4
The Boomtown Rats,The Fine Art Of Surfacing,I Don't Like Mondays,7JFoeg0arawADjGcz9gBnq,0.464,0.46,11,-6.874,1,0.0393,0,0.151,0.476,143.603,259093,4
Ultravox,Vienna,Vienna - 2009 Remaster,5bzpWslrM0lY2bE5lw4DLe,0.532,0.581,5,-10.115,1,0.0628,0.227,0.0969,0.498,80.496,279587,4
The Pogues,Rum Sodomy & The Lash (Expanded Edition),A Rainy Night in Soho,6Phlvy4vI8cIrM0puZLgSt,0.375,0.449,0,-12.478,1,0.0283,0.237,0.173,0.49,105.646,283827,3
The Pogues,Rum Sodomy & The Lash (Expanded Edition),Dirty Old Town,0qH487xSz8Z6Xk4kyOQkbG,0.511,0.464,7,-10.765,1,0.0383,4.20E-06,0.132,0.289,123.412,225426,4
The Undertones,The Anthology,Here Comes the Summer - Single Version,4v1pZqlM7XuJgsOQ0TVyXd,0.299,0.805,9,-4.159,1,0.0571,0.0107,0.18,0.643,184.337,99440,4
Primal Scream,Screamadelica,Loaded - Andy Weatherall Mix,7zxDWJtcsVvXsbMBxxbSba,0.621,0.544,8,-14.754,1,0.0514,0.579,0.889,0.885,91.147,421907,4
T. Rex,Tanx (The Visconti Master),Children of the Revolution - 2012 Remaster,7as3y0Z9c0LH4sZDhFw9uU,0.522,0.731,4,-8.606,0,0.0529,0,0.0855,0.745,130.459,147854,4
Buzzcocks,Love Bites,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,5YUJMvTg4AWHKjqQidTsGK,0.266,0.831,4,-9.07,1,0.0453,0,0.0555,0.778,175.514,163693,4
The Stranglers,La Folie,Golden Brown,2AX5E86cn9n2dgioZEjirI,0.562,0.383,6,-15.474,1,0.0304,0.124,0.138,0.599,93.764,206760,3
Sex Pistols,"Never Mind The Bollocks, Here’s The Sex Pistols",God Save The Queen,2mHchPRtQWet3iIS3jANr1,0.304,0.901,9,-7.756,1,0.0602,0.000376,0.158,0.541,147.199,199453,4
The Style Council,Cafe Bleu,You're The Best Thing,0Njh4xmjFcX3f8TO1ocdlb,0.604,0.723,1,-6.458,0,0.0358,3.96E-05,0.102,0.68,83.455,340627,4
Elvis Costello & The Attractions,Armed Forces,Oliver's Army,1GIV1YzfuFzYAoUjwx3r7W,0.523,0.735,4,-9.199,1,0.0292,0,0.199,0.903,143.182,179613,4
Squeeze,Spot the Difference,Cool for Cats,1tAYRLdt87OJFFoTJWfCnX,0.692,0.75,0,-8.228,1,0.0497,0.000176,0.224,0.828,144.692,189560,4
The Housemartins,London 0 Hull 4,Happy Hour,6IZWJhXyk1Z0rtWNxIi4o7,0.535,0.837,10,-11.048,1,0.039,2.99E-06,0.189,0.903,95.911,145000,4
Ash,1977,Girl From Mars,1mppNVGh4ipsxIWUUA0QiH,0.247,0.764,9,-7.718,1,0.0472,0,0.16,0.503,154.707,210200,4
The Smiths,Louder Than Bombs,Panic - 2011 Remaster,64D3dzWyj0GpQT1AHx4kbK,0.53,0.861,7,-4.67,1,0.0372,0.0177,0.0857,0.844,130.476,140507,4
David Bowie,Let's Dance (2018 Remaster),Let's Dance - 2018 Remaster,3ix6K4wZY29bCujrSznwFZ,0.654,0.743,10,-7.44,0,0.0605,0.0272,0.153,0.632,114.846,457676,4
Manic Street Preachers,Forever Delayed,Motorcycle Emptiness,5ibELGcXGqX5x9TWFeNPxY,0.522,0.801,4,-3.641,1,0.0301,0.0685,0.174,0.197,112.445,305707,4
The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",Lola,0UAJH0k4k3slcE83a9UGCe,0.474,0.917,9,-4.19,1,0.0395,0.231,0.201,0.902,152.113,241040,4
Tenpole Tudor,Wünderbar (The Stiff Records Singles Collection),Swords Of A Thousand Men,2bT71bFqOboMcVCpZLzmBf,0.296,0.569,11,-13.18,1,0.0781,0.000332,0.127,0.454,163.937,176373,4
Blur,The Great Escape (Special Edition),Country House - 2012 Remaster,6L4fEE9awoUnSEy1bmQebb,0.331,0.885,9,-6.606,1,0.0924,0,0.123,0.589,175.294,236960,4
The Stone Roses,Second Coming,Love Spreads,6JvEXmRh3l2acBzvqavgT9,0.435,0.88,2,-8.451,1,0.0448,0.0014,0.436,0.593,91.116,347093,4
Talking Heads,Little Creatures,Road to Nowhere - 2005 Remaster,2co8fDyaVmxv8xruQWORnC,0.654,0.789,2,-4.901,1,0.0322,1.29E-05,0.119,0.579,110.378,260213,4
The Jam,Setting Sons,The Eton Rifles,39PU2z9LesM4HRvD6zY1Tg,0.407,0.825,9,-9.193,0,0.0318,0.118,0.101,0.871,157.32,237560,4
The Who,Who's Next,Baba O'Riley,3qiyyUfYe7CRYLucrPmulD,0.489,0.724,5,-8.367,1,0.0352,0.185,0.287,0.15,117.292,300400,4
The Cult,Love (Expanded Edition),She Sells Sanctuary (2009 Re-master),3EAFamlgsYPA3HijLUPszI,0.543,0.834,7,-6.812,1,0.029,0.889,0.0777,0.37,139.625,262493,4
The Clash,The Clash (Remastered),White Riot - Remastered,0brrVj6VnvrG70SjRTnEJA,0.168,0.974,2,-4.862,1,0.0655,0.783,0.295,0.609,205.278,116440,4
Supergrass,Supergrass,Pumping On Your Stereo,4pCfNA9bjI3pccG5s9fm7J,0.461,0.904,2,-4.789,1,0.0784,0.0852,0.835,0.238,131.967,200400,4
David Bowie,Hunky Dory (2015 Remaster),Changes - 2015 Remaster,0LrwgdLsFaWh9VXIjBRe8t,0.547,0.308,0,-11.75,1,0.0377,0,0.109,0.41,114.719,217747,4
Joy Division,Unknown Pleasures,Disorder - 2007 Remaster,38wCbVfMreML5ZhF5iQuKA,0.32,0.798,10,-7.078,0,0.124,0.692,0.176,0.74,84.696,209040,4
Joy Division,The Best Of,Atmosphere,0NBgmP6Yg5xZYsnIZ0pGdo,0.565,0.467,6,-10.078,1,0.0303,0.284,0.0808,0.426,120.17,250413,4
Joy Division,The Best Of,Transmission,69aXQyUnUC0BWgATlSWNB2,0.411,0.879,7,-6.302,1,0.0468,0.0446,0.104,0.499,153.31,217200,4
Ocean Colour Scene,Moseley Shoals,The Day We Caught The Train,1HkgXusDtcdUch40stX4vp,0.516,0.651,2,-7.76,1,0.0386,0,0.256,0.483,88.628,186067,4
Ash,Free All Angels,Shining Light,4daraBRKwKGEA6dwom2DqG,0.482,0.934,2,-3.486,1,0.0452,0.00204,0.108,0.526,106.616,309013,4
The Jam,Setting Sons (Super Deluxe),Going Underground,6ALPLbDJ9eWVij9ep3Cgf4,0.319,0.836,11,-6.706,1,0.113,1.84E-05,0.1,0.94,180.56,174507,4
Brandon Flowers,Flamingo,Crossfire,6S8r0pRxRUy3OF3UUtNjdN,0.571,0.686,6,-6.698,1,0.027,0.00108,0.22,0.352,110.021,256133,4
The Ordinary Boys,How To Get Everything You Ever Wanted In Ten Easy Steps,Boys Will Be Boys,5cfyFLE3hsM3c7rMuW3wNg,0.536,0.922,11,-4.817,0,0.0575,0,0.184,0.84,143.819,162813,4
Ocean Colour Scene,Moseley Shoals,The Riverboat Song,6Ykk0PRL8VMQb6h13CxH31,0.484,0.862,11,-6.39,0,0.0278,2.74E-05,0.547,0.565,106.922,294800,3
The Feeling,Fill My Little World,Fill My Little World - Edit,05ylwB7GLI1gxjUW6WCymy,0.455,0.905,7,-2.961,1,0.0287,0,0.2,0.827,175.866,219240,4
The Darkness,Permission to Land,I Believe in a Thing Called Love,756CJtQRFSxEx9jV4P9hpA,0.442,0.846,4,-5.214,1,0.0764,4.71E-06,0.282,0.622,128.235,217653,4
Scissor Sisters,Ta Dah,I Don't Feel Like Dancin',1q9l6c8bAzqWcvO3DM6FsR,0.707,0.923,7,-3.409,1,0.0276,0,0.342,0.845,108.023,288360,4
Paolo Nutini,These Streets,Jenny Don't Be Hasty,3G3GZnfjmypPEdkItAofp8,0.764,0.816,9,-5.551,1,0.0338,0,0.136,0.894,120.456,207133,4
The Killers,Day & Age (Bonus Tracks),Spaceman,1A8SxnqRK3qabmuN2qxIpa,0.525,0.904,4,-5.488,1,0.0532,0.000648,0.12,0.803,151.988,284547,4
Stone Sour,Come What(ever) May [10th Anniversary Edition],Through Glass,5NeIONQWJ25uPylJBJiO4c,0.545,0.753,3,-4.618,0,0.036,0,0.389,0.434,105.754,282947,4
System Of A Down,Mezmerize,B.Y.O.B.,0EYOdF5FCkgOJJla8DI2Md,0.538,0.981,1,-2.688,0,0.14,0,0.219,0.711,101.414,255467,4
Stone Sour,Come What(ever) May [10th Anniversary Edition],30/30-150,70tDfuK1tlZQfyi0m8BZo0,0.512,0.919,4,-4.581,1,0.0894,0.000629,0.0899,0.602,163.035,258067,4
Slipknot,Vol. 3: The Subliminal Verses,Duality,61mWefnWQOLf90gepjOCb3,0.354,0.982,4,-3.026,0,0.168,0.000294,0.204,0.194,143.772,252613,4
Slipknot,Slipknot (10th Anniversary Edition),Wait and Bleed,2gscB6kDOmrv1P6qs2KXE3,0.382,0.996,7,-4.119,1,0.104,0,0.417,0.327,93.345,147840,4
Slipknot,All Hope Is Gone (10th Anniversary),Psychosocial,3RAFcUBrCNaboRXoP3S5t1,0.568,0.981,2,-3.889,1,0.0887,0.00275,0.0243,0.307,135.146,284120,4
Slayer,Reign In Blood (Expanded),Raining Blood,4fiOTntQKr24p07FvQDHZE,0.227,0.995,10,-4.361,0,0.173,0.393,0.127,0.0363,87.499,255187,4
Slipknot,Vol. 3: The Subliminal Verses,Before I Forget,6wqJeItl3Vc3az4ZicSQAB,0.291,0.974,6,-2.997,0,0.171,5.44E-06,0.886,0.348,134.724,278600,4
3 Doors Down,The Better Life - Deluxe Edition,Kryptonite,3bbUkaQYGQHkx1TJi7gPSL,0.547,0.87,11,-5.098,0,0.0286,3.48E-05,0.161,0.514,99.014,233827,4
Alphaville,Forever Young (Australien Version),Forever Young - Remastered Version,4cMLZnElAzXYXEe4aWTEeK,0.492,0.573,9,-6.438,0,0.0288,0.000251,0.187,0.279,136.744,227786,4
Various Artists,Boys and Girls Soundtrack,Stop the Rock,55Z6kGMLRcDRm7sELflcD2,0.595,0.98,10,-5.127,1,0.0672,0.0349,0.156,0.61,150.029,213627,4
Audioslave,Audioslave,Cochise,1TDk2Jmi4dVZhm2dum3Jim,0.452,0.873,9,-4.867,1,0.0613,0,0.0592,0.433,80.473,222027,4
Audioslave,Audioslave,Show Me How to Live,1Qdnvn4XlmZANCVy3XjrQo,0.433,0.854,9,-3.868,1,0.0483,0.000177,0.162,0.368,89.4,277840,4
The Hit Crew,30 Greatest Hits Of The 80's,Love Shack,3kjZYKqEeSRKd37VYMOVcY,0.771,0.734,7,-9.182,0,0.0368,0,0.0486,0.967,133.996,259133,4
Various Artists,Gods of Guitar,You Ain't Seen Nothing Yet,0ydmXtSWKLqbMSx70zs9cz,0.476,0.639,2,-8.565,1,0.0373,0.00536,0.163,0.759,118.844,234040,4
The Beach Boys,The Very Best Of The Beach Boys,I Get Around - U.K. Remaster,0SJLwuH720Q7uqZURs3d1m,0.361,0.697,9,-5.951,0,0.0455,0,0.185,0.822,145.193,134200,4
The Beach Boys,The Beach Boys Love Songs,Wouldn't It Be Nice - Remastered,0cx32rX0uZvcJUP92Wkj2y,0.429,0.543,5,-9.139,1,0.0347,2.54E-05,0.125,0.693,122.619,145107,4
Beastie Boys,Licensed To Ill,Fight For Your Right,1O2DYAwaGNRkGPGKEGpxo5,0.669,0.76,8,-10.301,1,0.0344,0.0115,0.0876,0.591,133.7,207400,4
